& vain effort, la Chiurme faiſoit ce que les Mariniers appellent Paſſe-vogue, pour reſister aux vagues	et vain effort, la Chiourme faisait ce que les Mariniers appellent Passe-vogue, pour résister aux vagues
& aux vents;	et aux vents;
& pour s’eſloigner de la terre à force de rames.	et pour s’éloigner de la terre à force de rames.
A cét inſtant, l’on vit de la joye dans les yeux d’Artamene:	À cet instant, l’on vit de la joie dans les yeux d’Artamène:
mais pour le Roy d’Aſſirie l’on ne vit que de la douleur,	mais pour le Roi d’Assyrie l’on ne vit que de la douleur,
& du deſespoir dans les ſiens;	et du désespoir dans les siens;
sçachant bien que quand le vent repouſſeroit cette Galere dans le Port, ce ne ſeroit qu’à l’avantage d’Artamene,	sachant bien que quand le vent repousserait cette Galère dans le Port, ce ne serait qu’à l’avantage d’Artamène,
& que ce ne pouvoit eſtre au ſien.	et que ce ne pouvait être au sien.
Il s’imaginoit pourtant quelque eſpece de conſolation, dans l’eſperance qu’il concevoit, de pouvoir punir Mazare.	Il s’imaginait pourtant quelque espèce de consolation, dans l’espérance qu’il concevait, de pouvoir punir Mazare.
Ne me permettras tu pas, dit il à Artamene, ſi les Dieux te redonnent ta Princeſſe, de t’eſpargner la peine de chaſtier ton raviſſeur?	Ne me permettras-tu pas, dit-il à Artamène, si les Dieux te redonnent ta Princesse, de t’épargner la peine de châtier ton ravisseur?
& ne ſouffriras tu pas que pour faire ce combat, l’on me donne une eſpée?	et ne souffriras-tu pas que pour faire ce combat, l’on me donne une épée?
que je te promets de paſſer un moment apres ma victoire au travers de mon cœur, afin de te laiſſer joüir en paix, d’un bon heur que je te diſputerois toujours, tant que je ſerois en vie.	que je te promets de passer un moment après ma victoire au travers de mon cœur, afin de te laisser jouir en paix, d’un bonheur que je te disputerais toujours, tant que je serais en vie.
Cette vangeance me doit eſtre reſervée, reprit Artamene:	Cette vengeance me doit être réservée, reprit Artamène:
& puis que par le reſpect que je porte au Roy d’Aſſirie, deſarmé	et puisque par le respect que je porte au Roi d’Assyrie, désarmé
& malheureux, je me prive du plaiſir de me vanger de luy;	et malheureux, je me prive du plaisir de me venger de lui;
il faut du moins que je me reſerve celuy de punir Mazare,	il faut du moins que je me réserve celui de punir Mazare,
& de ſa perfidie, et de ſa temerité.	et de sa perfidie, et de sa témérité.
Apres cela, ces deux Rivaux ſans ſe ſouvenir preſque plus de leur haine, ſe mirent à regarder l’un	Après cela, ces deux Rivaux sans se souvenir presque plus de leur haine, se mirent à regarder l’un
& l’autre cette Galere:	et l’autre cette Galère:
& faiſant tantoſt des vœux,	et faisant tantôt des vœux,
& tantoſt des imprecations, comme s’ils n’euſſent eu qu’un meſme intereſt;	et tantôt des imprécations, comme s’ils n’eussent eu qu’un même intérêt;
il y avoit des momens, où l’on euſt dit qu’ils eſtoient Amis, tant cét objet dominant attachoit leurs yeux, leurs eſprits,	il y avait des moments, où l’on eût dit qu’ils étaient Amis, tant cet objet dominant attachait leurs yeux, leurs esprits,
& leurs penſées.	et leurs pensées.
Mais enfin ils virent que tout d’un coup, la Mer changea de couleur;	Mais enfin ils virent que tout d’un coup, la Mer changea de couleur;
que ſes vagues s’eſleverent;	que ses vagues s’élevèrent;
& que groſſissant encore en un moment, elles portoient tantoſt la Galere dans les Cieux;	et que grossissant encore en un moment, elles portaient tantôt la Galère dans les Cieux;
& tantoſt elles l’enfonçoient dans les abiſmes, Cette triſte veuë faiſant alors un meſme effet, dans ces cœurs également paſſionnez;	et tantôt elles l’enfonçaient dans les abîmes, Cette triste vue faisant alors un même effet, dans ces cœurs également passionnés;
Artamene regarda le Roy d’Aſſirie, avec une douleur inconcevable:	Artamène regarda le Roi d’Assyrie, avec une douleur inconcevable:
& le Roy d’Aſſirie regarda Artamene, avec un deſespoir que l’on ne sçauroit exprimer.	et le Roi d’Assyrie regarda Artamène, avec un désespoir que l’on ne saurait exprimer.
Ce fut alors que l’égalité de leur malheur, ſuspendit tous leurs autres ſentimens;	Ce fut alors que l’égalité de leur malheur, suspendit tous leurs autres sentiments;
& qu’ils eſprouverent tout ce que l’amour peut faire eſprouver de douloureux	et qu’ils éprouvèrent tout ce que l’amour peut faire éprouver de douloureux
& de ſensible.	et de sensible.
Ils voyoient que ſi le vent continuoit de ſouffler du coſté qu’il eſtoit, cette Galere ſe viendroit infailliblement briſer contre le pied de la Tour où ils eſtoient;	Ils voyaient que si le vent continuait de souffler du côté qu’il était, cette Galère se viendrait infailliblement briser contre le pied de la Tour où ils étaient;
ſi bien que faiſant des vœux tous contraires à ceux qu’ils avoient faits un peu auparavant;	si bien que faisant des vœux tous contraires à ceux qu’ils avaient faits un peu auparavant;
ils deſiroient que le vent ſecondast les vœux du raviſſeur,	ils désiraient que le vent secondât les vœux du ravisseur,
& qu’il l’eſloignast de la terre.	et qu’il l’éloignât de la terre.
Cependant la tempeſte ſe redoubla:	Cependant la tempête se redoubla:
& ſelon le caprice,	et selon le caprice,
& l’inconſtance de la Mer, le vent ayant par des tourbillons qui s’entre-choquoient, eſté quelque temps en balance;	et l’inconstance de la Mer, le vent ayant par des tourbillons qui s’entrechoquaient, été quelque temps en balance;
comme s’il n’euſt pû determiner de quel coſté il devoit ſe ranger;	comme s’il n’eût pû déterminer de quel côté il devait se ranger;
tout d’un coup il eſloigna la Galere de la Ville:	tout d’un coup il éloigna la Galère de la Ville:
& luy fit raſer la Côſte avec tant de viſtesse, que ces deux Rivaux la perdirent de veuë en un inſtant:	et lui fit raser la Côte avec tant de vitesse, que ces deux Rivaux la perdirent de vue en un instant:
& perdirent avec elle, tout ce qui leur reſtoit d’eſperance, voyant touſjours durer l’orage auſſi fort qu’auparavant.	et perdirent avec elle, tout ce qui leur restait d’espérance, voyant toujours durer l’orage aussi fort qu’auparavant.
Que ne dirent point apres cela, ces deux illuſtres malheureux;	Que ne dirent point après cela, ces deux illustres malheureux;
dans la crainte qu’ils avoient, voyant continuer la tempeſte, que leur Princeſſe ne fiſt naufrage?	dans la crainte qu’ils avaient, voyant continuer la tempête, que leur Princesse ne fît naufrage?
Ils euſſent bien voulu pouvoir ſeparer Mazare de Mandane;	Ils eussent bien voulu pouvoir séparer Mazare de Mandane;
& ne luy donner point de part aux vœux qu’ils faiſoient pour elle:	et ne lui donner point de part aux vœux qu’ils faisaient pour elle:
mais apres tout, ils conſentoient au ſalut du Rival, plus toſt que de ſe conſentir à la perte de la Maiſtresse.	mais après tout, ils consentaient au salut du Rival, plutôt que de se consentir à la perte de la Maîtresse.
Ils ſe la ſouhaiterent meſme plus d’une fois l’un a l’autre, pluſtost que de la sçavoir expoſée au danger où elle eſtoit:	Ils se la souhaitèrent même plus d’une fois l’un à l’autre, plutôt que de la savoir exposée au danger où elle était:
& plus d’une fois auſſi, ils ſe repentirent de leurs propres ſouhaits.	et plus d’une fois aussi, ils se repentirent de leurs propres souhaits.
Cependant cét objet qui avoit comme ſuspendu toutes leurs paſſions,	Cependant cet objet qui avait comme suspendu toutes leurs passions,
& toutes leurs penſées, n’eſtant plus devant leurs yeux;	et toutes leurs pensées, n’étant plus devant leurs yeux;
ils recommencerent de ſe regarder comme auparavant:	ils recommencèrent de se regarder comme auparavant:
c’eſt à dire comme deux Rivaux,	c’est à dire comme deux Rivaux,
& comme deux Ennemis.	et comme deux Ennemis.
Artamene eſtoit pres de s’en aller,	Artamène était près de s’en aller,
& de commander que l’on gardaſt le Roy d’Aſſirie;	et de commander que l’on gardât le Roi d’Assyrie;
lors que ce Prince luy dit, je sçay bien que ta naiſſance eſt égale à la mienne:	lors que ce Prince lui dit, je sais bien que ta naissance est égale à la mienne:
& je le sçay par des voyes ſi differentes,	et je le sais par des voies si différentes,
& ſi aſſeurées, que je n’en sçaurois douter:	et si assurées, que je n’en saurais douter:
c’eſt pourquoy me confiant en cette generoſité, de laquelle j’ay eſté ſi ſouvent le ſecret admirateur malgré ma haine;	c’est pourquoi me confiant en cette générosité, de laquelle j’ai été si souvent le secret admirateur malgré ma haine;
& que j’ay ſi ſouvent eſprouvée;	et que j’ai si souvent éprouvée;
je veux croire encore, que tu ne me refuſeras pas une grace que je te veux demander.	je veux croire encore, que tu ne me refuseras pas une grâce que je te veux demander.
Comme à mon Rival, luy reſpondit Artamene, je te dois refuſer toute choſe:	Comme à mon Rival, lui répondit Artamène, je te dois refuser toute chose:
mais comme au Roy d’Aſſirie, je te dois accorder tout ce qui n’offenſera point le Roy que je ſers, ou la Princeſſe ſa fille:	mais comme au Roi d’Assyrie, je te dois accorder tout ce qui n’offensera point le Roi que je sers, ou la Princesse sa fille:
c’eſt pourquoy ſois aſſeuré que je ne te refuſeray rien de tout ce qui ne choquera point ny mon honneur, ny mon amour:	c’est pourquoi sois assuré que je ne te refuserai rien de tout ce qui ne choquera point ni mon honneur, ni mon amour:
& je t’en engage la parole d’un homme, qui comme tu dis, n’eſt pas de naiſſance inégale à la tienne, quoy qu’il ne paſſe pas pour cela, dans l’opinion de toute la Terre.	et je t’en engage la parole d’un homme, qui comme tu dis, n’est pas de naissance inégale à la tienne, quoi qu’il ne passe pas pour cela, dans l’opinion de toute la Terre.
Demande donc ce que tu voudras:	Demande donc ce que tu voudras:
mais conſulte auparavant ta propre vertu, pour ne forcer pas la mienne à te refuſer malgré elle.	mais consulte auparavant ta propre vertu, pour ne forcer pas la mienne à te refuser malgré elle.
Le Roy d’Aſſirie voyant qu’il avoit ceſſé de parler;	Le Roi d’Assyrie voyant qu’il avait cessé de parler;
je sçay bien, luy dit il, que tu peux me remettre entre les mains de Ciaxare:	je sais bien, lui dit-il, que tu peux me remettre entre les mains de Ciaxare:
& qu’apres luy avoir conquis la meilleure partie de mon Royaume, il te ſeroit en quelque façon avantageux, de luy en remettre le Roy dans ſes fers.	et qu’après lui avoir conquis la meilleure partie de mon Royaume, il te serait en quelque façon avantageux, de lui en remettre le Roi dans ses fers.
Mais tu és trop brave, pour vouloir que la Fortune t’ayde à triompher d’un homme fait comme moy;	Mais tu es trop brave, pour vouloir que la Fortune t’aide à triompher d’un homme fait comme moi;
& pour te prevaloir de la captivité d’un Rival, que tu ne sçaurois croire qu’homme de cœur, puis qu’il à deſja meſuré ton eſpée avec la tienne.	et pour te prévaloir de la captivité d’un Rival, que tu ne saurais croire qu’homme de cœur, puisqu’il à déjà mesuré ton épée avec la tienne.
Dans les termes où eſt ma paſſion pour la Princeſſe, je ne te celle pas qu’il faut de neceſſité que je meure avant que tu la poſſedes:	Dans les termes où est ma passion pour la Princesse, je ne te celle pas qu’il faut de nécessité que je meure avant que tu la possèdes:
ne me prive donc pas inutilement de la gloire d’avoir contribué quelque choſe, à la punition de noſtre Ennemy commun,	ne me prive donc pas inutilement de la gloire d’avoir contribué quelque chose, à la punition de notre Ennemi commun,
& à la liberté de la Princeſſe:	et à la liberté de la Princesse:
te promettant apres cela, quand meſme le Deſtin me ſeroit favorable,	te promettant après cela, quand même le Destin me serait favorable,
& me feroit retrouver l’illuſtre Mandane;	et me ferait retrouver l’illustre Mandane;
de ne ſonger jamais à la perſuader à ton prejudice;	de ne songer jamais à la persuader à ton préjudice;
que par un combat particulier, le fort des armes n’ait decidé de noſtre Fortune.	que par un combat particulier, le fort des armes n’ait décidé de notre Fortune.
Je voy bien, Artamene, (adjouſta t’il) que ce que je veux eſt difficile:	Je vois bien, Artamène, (ajouta-t-il) que ce que je veux est difficile:
mais ſi ton ame n’eſtoit capable que des choſes aiſées, tu ſerois indigne d’eſtre mon Rival.	mais si ton âme n’était capable que des choses aisées, tu serais indigne d’être mon Rival.
Il eſt vray, reprit Artamene, qu’il ne m’eſt pas aiſé de faire ce que tu deſires:	Il est vrai, reprit Artamène, qu’il ne m’est pas aisé de faire ce que tu désires:
& qu’il me ſera bien plus facile, de terminer nos differens, te faiſant redonner une eſpée;	et qu’il me sera bien plus facile, de terminer nos différends, te faisant redonner une épée;
que de t’accorder cette liberté que tu me demandes;	que de t’accorder cette liberté que tu me demandes;
& qui n’eſt pas peut-eſtre tant en mon pouvoir que tu le crois.	et qui n’est pas peut-être tant en mon pouvoir que tu le crois.
Comme mon amour n’eſt pas moins forte que la tienne, reprit le Roy d’Aſſirie, peut-eſtre que le deſir de combattre n’eſt pas moins violent dans mon cœur, que dans celuy d’Artamene:	Comme mon amour n’est pas moins forte que la tienne, reprit le Roi d’Assyrie, peut-être que le désir de combattre n’est pas moins violent dans mon cœur, que dans celui d’Artamène:
Mais comme je ne veux combattre Artamene que pour la poſſession de la Princeſſe;	Mais comme je ne veux combattre Artamène que pour la possession de la Princesse;
& qu’elle n’eſt pas en eſtat de pouvoir eſtre le prix du Vainqueur;	et qu’elle n’est pas en état de pouvoir être le prix du Vainqueur;
il faut Artamene, il faut aller apres le Raviſſeur de Mandane,	il faut Artamène, il faut aller après le Ravisseur de Mandane,
& travailler conjointement à ſa liberté, y ayant égal intereſt.	et travailler conjointement à sa liberté, y ayant égal intérêt.
Ne conſideres tu point que ſi nous periſſions tous deux dans ce combat, Mandane, l’illuſtre Mandane, demeureroit ſans protection	Ne considères-tu point que si nous périssions tous deux dans ce combat, Mandane, l’illustre Mandane, demeurerait sans protection
& ſans deffence, entre les mains de noſtre Rival?	et sans défense, entre les mains de notre Rival?
A ces mots, Artamene s’arreſta un moment:	À ces mots, Artamène s’arrêta un moment:
puis reprenant la parole;	puis reprenant la parole;
il ne ſeroit ſans doute pas juſte, dit il, d’expoſer noſtre Princeſſe, à un ſemblable malheur:	il ne serait sans doute pas juste, dit-il, d’exposer notre Princesse, à un semblable malheur:
mais il n’eſt pas équitable non plus, que commandant les armes du Roy des Medes, je diſpose ſouverainement de la liberté d’un priſonnier, comme eſt le Roy d’Aſſirie.	mais il n’est pas équitable non plus, que commandant les armes du Roi des Mèdes, je dispose souverainement de la liberté d’un prisonnier, comme est le Roi d’Assyrie.
Tout ce que je puis avec honneur;	Tout ce que je puis avec honneur;
c’eſt de luy promettre, d’employer tous mes ſoins,	c’est de lui promettre, d’employer tous mes soins,
& tout mon credit, pour la luy faire rendre, s’il m’eſt poſſible,	et tout mon crédit, pour la lui faire rendre, s’il m’est possible,
& de n’oublier rien pour cela.	et de n’oublier rien pour cela.
Mais pour luy teſmoigner, adjouſta t’il, que je ne veux pas m’eſpargner la peine qui ſe rencontre à combattre un ſi redoutable Ennemy;	Mais pour lui témoigner, ajouta-t-il, que je ne veux pas m’épargner la peine qui se rencontre à combattre un si redoutable Ennemi;
ny m’en exempter laſchement, en le retenant priſonnier;	ni m’en exempter lâchement, en le retenant prisonnier;
je veux bien luy engager ma parole, de ne pretendre jamais rien à la poſſession de la Princeſſe, quand meſme elle ſeroit en ma puiſſance;	je veux bien lui engager ma parole, de ne prétendre jamais rien à la possession de la Princesse, quand même elle serait en ma puissance;
quand meſme le Roy des Medes y conſentiroit;	quand même le Roi des Mèdes y consentirait;
& quand meſme elle le voudroit, qu’auparavant par un combat particulier;	et quand même elle le voudrait, qu’auparavant par un combat particulier;
le ſort des armes ne m’ait rendu ſon Vainqueur.	le sort des armes ne m’ait rendu son Vainqueur.
Je ne sçaurois nier, luy dit le Roy d’Aſſirie, que vous n’ayez raiſon d’en uſer comme vous faites;	Je ne saurais nier, lui dit le Roi d’Assyrie, que vous n’ayez raison d’en user comme vous faites;
& que je n’aye eu tort de vous faire cette demande:	et que je n’aie eu tort de vous faire cette demande:
mais advoüant que vous eſtes plus ſage que moy, confeſſez auſſi que je ſuis plus amoureux que vous, puis que je le ſuis juſques à perdre la raiſon, que vous conſervez toute entiere.	mais avouant que vous êtes plus sage que moi, confessez aussi que je suis plus amoureux que vous, puisque je le suis jusqu’à perdre la raison, que vous conservez toute entière.
Je vous diſputeray, luy repliqua Artamene, cette derniere qualité, bien plus opiniaſtrément que l’autre:	Je vous disputerai, lui répliqua Artamène, cette dernière qualité, bien plus opiniâtrement que l’autre:
Le Roy d’Aſſirie le ſupplia alors ſans luy repliquer, de ſe ſouvenir, que peut-eſtre ne ſeroit il pas inutile pour la liberté de la Princeſſe:	Le Roi d’Assyrie le supplia alors sans lui répliquer, de se souvenir, que peut-être ne serait-il pas inutile pour la liberté de la Princesse:
& qu’ainſi par cette ſeule raiſon, il le conjuroit de travailler pour la ſienne.	et qu’ainsi par cette seule raison, il le conjurait de travailler pour la sienne.
A ces mots Artamene ſe retira, apres avoir mis le Roy d’Aſſirie ſous la garde d’Araſpe:	À ces mots Artamène se retira, après avoir mis le Roi d’Assyrie sous la garde d’Araspe:
luy ordonnant de le traiter avec tout le reſpect,	lui ordonnant de le traiter avec tout le respect,
& toute la civilité poſſible:	et toute la civilité possible:
& de le mener à ſon Apartement accouſtumé.	et de le mener à son Appartement accoutumé.
Le Roy d’Aſſirie l’entendant, reſpondit que ce devoit eſtre le ſien:	Le Roi d’Assyrie l’entendant, répondit que ce devait être le sien:
mais Artamene ne le voulut pas:	mais Artamène ne le voulut pas:
& s’en ſeparant à l’inſtant meſme, il s’en alla dans toutes les ruës, pour tenir le Peuple en ſon devoir;	et s’en séparant à l’instant même, il s’en alla dans toutes les rues, pour tenir le Peuple en son devoir;
& pour faire achever d’eſteindre le feu.	et pour faire achever d’éteindre le feu.
Il envoya tout le long des Coſtes, pour voir ſi l’on n’apprendroit rien de la Galere, qui avoit enlevé ſa Princeſſe:	Il envoya tout le long des Côtes, pour voir si l’on n’apprendrait rien de la Galère, qui avait enlevé sa Princesse:
& il depeſcha un des ſiens vers Ciaxare, pour l’advertir de ce qui s’eſtoit paſſé.	et il dépêcha un des siens vers Ciaxare, pour l’avertir de ce qui s’était passé.
Enfin il employa tout le reſte du jour à donner ſes ordres:	Enfin il employa tout le reste du jour à donner ses ordres:
& le ſoir eſtant venu, il ſe retira dans le meſme Apartement que ſa Princeſſe avoit occupé, à ce qu’il sçeut par Thraſibule;	et le soir étant venu, il se retira dans le même Appartement que sa Princesse avait occupé, à ce qu’il sut par Thrasibule;
auquel Artamene fit toute la civilité, que l’extréme inquietude où il eſtoit, luy pût permettre de luy faire.	auquel Artamène fit toute la civilité, que l’extrême inquiétude où il était, lui put permettre de lui faire.
Il sçeut qu’eſtant arrivé ſeulement depuis un jour dans ce Port, pour y faire radouber ſes Vaiſſeaux, qui avoient eſté battus de la tempeſte;	Il sut qu’étant arrivé seulement depuis un jour dans ce Port, pour y faire radouber ses Vaisseaux, qui avaient été battus de la tempête;
le Roy d’Aſſirie l’y avoit fort bien reçeu:	le Roi d’Assyrie l’y avait fort bien reçu:
& l’avoit obligé de loger dans le Chaſteau, où il avoit veû la Princeſſe de Medie:	et l’avait obligé de loger dans le Château, où il avait vu la Princesse de Médie:
mais que la nuit derniere, l’on avoit entendu tout d’un coup, le bruit que faiſoient les Vaiſſeaux embrazez, qui en ſuite avoient mis le feu aux maiſons voiſines.	mais que la nuit dernière, l’on avait entendu tout d’un coup, le bruit que faisaient les Vaisseaux embrasés, qui ensuite avaient mis le feu aux maisons voisines.
Qu’à ce bruit, le Roy d’Aſſirie ayant voulu prendre ſon eſpée, ne l’avoit plus trouvée à ſa place,	Qu’à ce bruit, le Roi d’Assyrie ayant voulu prendre son épée, ne l’avait plus trouvée à sa place,
& qu’ayant voulu aller à l’Apartement de la Princeſſe, il l’avoit trouvé fermé:	et qu’ayant voulu aller à l’Appartement de la Princesse, il l’avait trouvé fermé:
& n’avoit trouvé aucun des Soldats qui avoient accouſtumé de garder le Chaſteau.	et n’avait trouvé aucun des Soldats qui avaient accoutumé de garder le Château.
Qu’auſſi toſt il avoit appellé quelques uns des ſiens, qui avoient ouvert par force cét Apartement,	Qu’aussitôt il avait appelé quelques-uns des siens, qui avaient ouvert par force cet Appartement,
& qui n’y avoient trouvé perſonne.	et qui n’y avaient trouvé personne.
Que cependant ayant voulu faire ſortir tous les domeſtiques,	Que cependant ayant voulu faire sortir tous les domestiques,
& voulu ſortir luy meſme, il luy avoit eſté impoſſible;	et voulu sortir lui même, il lui avait été impossible;
à cauſe de l’embrazement.	à cause de l’embrasement.
Et que depuis cela, il avoit toujours eſté ſur le haut de cette Tour, à conſiderer ſon infortune:	Et que depuis cela, il avait toujours été sur le haut de cette Tour, à considérer son infortune:
reſolu à tous les momens, de ſe jetter dans la Mer ou dans les flames.	résolu à tous les moments, de se jeter dans la Mer ou dans les flammes.
Thraſibule n’en pouvoit pas dire d’avantage:	Thrasibule n’en pouvait pas dire davantage:
car il n’y avoit encore qu’un jour qu’il eſtoit arrivé à Sinope:	car il n’y avait encore qu’un jour qu’il était arrivé à Sinope:
il laiſſa donc Artamene dans cét Apartement;	il laissa donc Artamène dans cet Appartement;
apres que ce Prince l’eut aſſeuré en s’en ſeparant, qu’il auroit ſoing de le faire recompenſer par le Roy, de la perte de ſes Vaiſſeaux, que le feu avoit devorez:	après que ce Prince l’eut assuré en s’en séparant, qu’il aurait soin de le faire récompenser par le Roi, de la perte de ses Vaisseaux, que le feu avait dévorés:
le loüant infiniment de ſa moderation;	le louant infiniment de sa modération;
luy qui dans un accident tant inopiné, ne s’amuſoit point à des regrets inutiles;	lui qui dans un accident tant inopiné, ne s’amusait point à des regrets inutiles;
& ſouffroit en homme de cœur, une perte ſi conſiderable.	et souffrait en homme de cœur, une perte si considérable.
Artamene paſſa la nuit avec des inquietudes que l’on ne sçauroit concevoir:	Artamène passa la nuit avec des inquiétudes que l’on ne saurait concevoir:
voicy, diſoit il en luy meſme, le lieu de la perſecution de ma Princeſſe;	voici, disait-il en lui-même, le lieu de la persécution de ma Princesse;
& voicy peut-eſtre l’endroit où elle s’eſt ſouvenuë de moy avec douleur;	et voici peut-être l’endroit où elle s’est souvenue de moi avec douleur;
& où peut-eſtre elle a regretté le malheureux Artamene.	et où peut-être elle a regretté le malheureux Artamène.
Du moins sçay-je bien qu’elle en a parlé:	Du moins sais-je bien qu’elle en a parlé:
Car, par quelle autre voye le Roy d’Aſſirie auroit il pû sçavoir, qu’Artamene n’eſt pas veritablement Artamene?	Car, par quelle autre voie le Roi d’Assyrie aurait il pu savoir, qu’Artamène n’est pas véritablement Artamène?
moy qui dans le temps que je l’ay veû à la Cour de Capadoce, ne le croyois eſtre que Philidaſpe;	moi qui dans le temps que je l’ai vu à la Cour de Cappadoce, ne le croyais être que Philidaspe;
c’eſt à dire un ſimple Chevalier, tel qu’il ſe diſoit;	c’est à dire un simple Chevalier, tel qu’il se disait;
quoy que je fuſſe pour le moins auſſi amoureux que luy;	quoique je fusse pour le moins aussi amoureux que lui;
& par conſequent auſſi difficile à tromper?	et par conséquent aussi difficile à tromper?
Mais helas!	Mais hélas!
adorable Princeſſe, pourquoy faut il que je ſois dans voſtre priſon;	adorable Princesse, pourquoi faut-il que je sois dans votre prison;
que voſtre perſecuteur ſoit icy,	que votre persécuteur soit ici,
& que vous n’y ſoyez pas?	et que vous n’y soyez pas?
Je tiens un Rival que je ne puis punir;	Je tiens un Rival que je ne puis punir;
je pers une Maiſtresse que je ne puis ſauver,	je perds une Maîtresse que je ne puis sauver,
& ſa beauté qui fait tout mon bon-heur	et sa beauté qui fait tout mon bonheur
& toute ſa gloire, fait auſſi toute mon infortune	et toute sa gloire, fait aussi toute mon infortune
& tout ſon mal-heur.	et tout son malheur.
Elle luy donne des Adorateurs;	Elle lui donne des Adorateurs;
mais des Adorateurs ſans reſpect:	mais des Adorateurs sans respect:
& en quelque lieu qu’elle aille, elle me donne des Rivaux	et en quelque lieu qu’elle aille, elle me donne des Rivaux
& des Ennemis.	et des Ennemis.
Ha!	Ha!
beaux yeux, s’ecrioit il, comme eſt-il poſſible que vous inſpiriez des ſentimens ſi injuſtes;	beaux yeux, s’écriait-il, comme est-il possible que vous inspiriez des sentiments si injustes;
& ſi déreglez;	et si déréglés;
Vous, dis-je, qui n’avez jamais porté dans mon cœur, que de la crainte,	Vous, dis-je, qui n’avez jamais porté dans mon cœur, que de la crainte,
& de la veneration?	et de la vénération?
Moy qui n’ay preſque jamais oſé vous dire que je vous aymois:	Moi qui n’ai presque jamais osé vous dire que je vous aimais:
moy qui ne vous ay regardez qu’en tremblant;	moi qui ne vous ai regardés qu’en tremblant;
moy qui vous ay ſi long temps adorez en ſecret;	moi qui vous ai si longtemps adorés en secret;
& moy, dis-je enfin, qui ſerois pluſtost mort mille fois, que de vous faire voir dans mes actions, la moindre choſe qui vous peuſt deſplaire.	et moi, dis-je enfin, qui serais plutôt mort mille fois, que de vous faire voir dans mes actions, la moindre chose qui vous pût déplaire.
Cependant vous avez embrazé des cœurs indignes de vous:	Cependant vous avez embrasé des cœurs indignes de vous:
& des cœurs qui ſans conſiderer ce qu’ils vous doivent, n’ont conſideré que ce qui leur plaiſt.	et des cœurs qui sans considérer ce qu’ils vous doivent, n’ont considéré que ce qui leur plaît.
Cependant je ne sçaurois me repentir de ma reſpectueuse paſſion:	Cependant je ne saurais me repentir de ma respectueuse passion:
& je ne sçay ſi tout malheureux que je ſuis;	et je ne sais si tout malheureux que je suis;
ſi tout eſloigné que je me trouve de ma Princeſſe, je n’aime pas encore mieux eſtre Artamene, que d’eſtre Mazare.	si tout éloigné que je me trouve de ma Princesse, je n’aime pas encore mieux être Artamène, que d’être Mazare.
Ce n’eſt pas pourſuivit il, qu’il ne ſoit heureux dans ſon crime:	Ce n’est pas poursuivit-il, qu’il ne soit heureux dans son crime:
car enfin il la voit;	car enfin il la voit;
il luy parle;	il lui parle;
& il luy parle de ſa paſſion.	et il lui parle de sa passion.
Mais ſans doute auſſi qu’elle luy reſpond avec mépris;	Mais sans doute aussi qu’elle lui répond avec mépris;
& que les meſmes yeux qui ſont ſon plaiſir	et que les mêmes yeux qui sont son plaisir
& ſa gloire, ſont auſſi ſa peine	et sa gloire, sont aussi sa peine
& ſon chaſtiment, par les marques de leur colere.	et son châtiment, par les marques de leur colère.
En un mot, je penſe que j’ayme mieux eſtre innocent dans le cœur de ma Princeſſe, qu’eſtre ſeulement à ſes pieds comme un Criminel.	En un mot, je pense que j’aime mieux être innocent dans le cœur de ma Princesse, qu’être seulement à ses pieds comme un Criminel.
Mais Ciel!	Mais Ciel!
adjouſtoit il tout d’un coup;	ajoutait-il tout d’un coup;
qui m’a dit que cette tempeſte qui s’eſt eſlevée,	qui m’a dit que cette tempête qui s’est élevée,
& qui dure encore, ne l’aura pas fait perir;	et qui dure encore, ne l’aura pas fait périr;
& de quelles flateuſes penſées laiſſay-je entretenir mon eſpoir, dans l’incertitude où j’en ſuis ?	et de quelles flatteuses pensées laissai-je entretenir mon espoir, dans l’incertitude où j’en suis?
Comme il en eſtoit là, il entendit un bruit aſſez grand:	Comme il en était là, il entendit un bruit assez grand:
& Chriſante eſtant entré dans ſa chambre, Seigneur, luy dit-il, l’on delivre le Roy d’Aſſirie;	et Chrysante étant entré dans sa chambre, Seigneur, lui dit-il, l’on délivre le Roi d’Assyrie;
ou pour mieux dire, on l’a deſja delivré.	ou pour mieux dire, on l’a déjà délivré.
Araſpe ayant entendu quelque bruit dans la chambre du Roy priſonnier, où par reſpect il n’avoit pas voulu coucher;	Araspe ayant entendu quelque bruit dans la chambre du Roi prisonnier, où par respect il n’avait pas voulu coucher;
l’a ouverte,	l’a ouverte,
& ne l’y a plus trouvé.	et ne l’y a plus trouvé.
A l’inſtant meſme nous ſommes ſortis;	À l’instant même nous sommes sortis;
nous avons cherché;	nous avons cherché;
& nous avons veû que ſous une feneſtre qui reſpond vers une maiſon bruſlée;	et nous avons vu que sous une fenêtre qui répond vers une maison brûlée;
un amas de ruines	un amas de ruines
& de cendres, a comblé le foſſé du Chateau en cét endroit,	et de cendres, a comblé le fossé du Château en cet endroit,
& a eſlevé un grand monceau de ces matieres fumantes, à la faveur duquel nous jugeons que ce Prince s’eſt ſauvé.	et a élevé un grand monceau de ces matières fumantes, à la faveur duquel nous jugeons que ce Prince s’est sauvé.
